DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
16/05/2022,147155,138061,16602,7197,50929,28110,27785,6074,1332
17/05/2022,151717,138120,16679,6375,51354,28509,28741,4909,1519
18/05/2022,147532,176678,16782,48192,52282,27633,25706,4571,1482
19/05/2022,148525,160040,16711,21267,53463,30054,30051,6831,1628
20/05/2022,150650,155149,16784,10525,56041,31784,31644,6728,1598
21/05/2022,133985,127682,16808,21586,46275,12774,22628,6051,1525
22/05/2022,124423,124188,16783,19447,42526,15943,22498,5501,1464
23/05/2022,145925,140703,16660,8252,51033,30389,27177,5479,1675
24/05/2022,148977,141887,16670,8615,51169,30837,28352,4623,1585
25/05/2022,150689,159715,16762,24157,52444,29985,28758,5927,1649
26/05/2022,150355,148850,16581,14605,50761,28946,30397,5874,1654
27/05/2022,150326,146104,16707,10902,50103,30040,30647,6062,1616
28/05/2022,140588,135640,16692,7986,47356,29908,28504,3795,1366
29/05/2022,127205,127391,16650,16727,42363,20032,27242,3045,1306
30/05/2022,145751,138358,16570,11261,50555,26006,27705,4641,1586
31/05/2022,149072,135666,16609,2770,50475,30437,28200,5452,1700
01/06/2022,142916,138128,16676,2957,51548,30695,28702,5989,1540
02/06/2022,147356,133876,16482,1016,48700,29984,30293,5852,1532
03/06/2022,151723,153161,16613,21423,48786,29175,29520,5988,1620
04/06/2022,142491,134607,16578,12540,42241,27964,28536,5087,1625
05/06/2022,129647,129163,16575,9075,40515,28799,27142,5412,1630
06/06/2022,146923,147589,16473,20241,47273,27115,28991,5867,1609
07/06/2022,151889,144027,16554,11095,48621,29432,30713,5949,1627
08/06/2022,154331,139100,16589,3133,48847,30592,32514,5785,1616
09/06/2022,155216,141430,16381,4715,48531,30719,34444,4988,1627
10/06/2022,152631,139406,16494,3241,48610,30693,34378,4363,1599
11/06/2022,138218,127237,16566,6210,40419,28880,30490,3246,1398
12/06/2022,123411,133037,16570,35433,35571,12265,27579,4217,1369
13/06/2022,128395,144749,16588,27837,44598,21978,26681,5687,1361
14/06/2022,147552,143412,16464,20379,46374,28046,25280,5408,1423
15/06/2022,149639,137813,16476,8267,47298,29849,28577,5841,1471
16/06/2022,152271,137417,16527,5413,47517,29788,30457,6215,1460
17/06/2022,152159,142198,16508,10579,48836,28242,31518,5043,1453
18/06/2022,139513,132794,16602,16160,40532,27006,25282,5807,1393
19/06/2022,125984,109830,16607,5152,40836,14975,24530,6373,1332
20/06/2022,150914,136571,16487,5634,48757,26045,31952,6276,1386
21/06/2022,156387,153152,16511,13403,51401,29079,35076,6219,1427
22/06/2022,153283,154712,16489,20983,45805,28970,34685,6431,1308
23/06/2022,154022,160024,16080,26157,45589,29761,33283,7819,1312
24/06/2022,162081,169339,16140,33580,48365,27542,33303,9060,1314
25/06/2022,144013,134873,16343,13572,40226,26322,31342,5891,1135
26/06/2022,130956,117830,16298,4440,37460,22919,31736,3908,1038
27/06/2022,153912,151251,16419,11400,46266,31854,38142,6023,1108
28/06/2022,161175,159312,20651,13349,47426,31727,40287,4852,993
29/06/2022,159347,164683,31180,9041,46635,29628,40930,6171,1067
30/06/2022,166373,169431,31764,5755,50001,31240,43266,6153,1225
01/07/2022,166299,162820,32092,3697,44256,31821,43754,5970,1197
02/07/2022,153911,143535,32451,4963,33774,29922,35918,5294,1179
03/07/2022,140069,132144,32543,6667,30559,20701,35123,5343,1174
04/07/2022,164682,151547,32008,8141,42368,27479,34959,5348,1216
05/07/2022,168809,153280,31999,8048,41585,30184,34760,5505,1170
06/07/2022,165465,147202,32022,5285,41717,29896,33348,3820,1076
07/07/2022,158450,164335,31943,35147,35504,23766,32305,4384,1246
08/07/2022,156148,158217,32406,21463,35260,28606,33676,5530,1264
09/07/2022,143804,145185,32836,39347,25132,12630,29009,4987,1232
10/07/2022,129277,137103,32878,32530,24084,11400,30575,4386,1251
11/07/2022,148008,145882,32330,20252,35618,18219,33021,5141,1288
12/07/2022,150655,135647,32655,4727,35645,21593,34209,5317,1468
13/07/2022,152112,149543,32649,14231,36149,25538,33943,5567,1435
14/07/2022,157208,154201,32321,10907,36652,30550,36225,6072,1439
15/07/2022,160020,155387,32245,11132,37290,30636,37335,5234,1478
16/07/2022,146926,141314,32664,7665,29433,30638,34221,5398,1264
17/07/2022,131246,142817,32690,20225,26771,29567,26043,6173,1315
18/07/2022,150977,154236,32110,19085,35801,31380,27960,6321,1547
19/07/2022,157464,144559,32169,4319,39093,32142,28955,6318,1538
20/07/2022,156235,141637,32689,4327,37453,31571,27898,6182,1485
21/07/2022,161824,158900,32095,19226,41064,29961,28857,6153,1518
22/07/2022,161329,150616,32179,13197,37163,31020,29316,6182,1531
23/07/2022,152062,133467,32536,7906,28446,30819,26381,6059,1294
24/07/2022,140846,143673,32497,22977,26299,30736,24757,5128,1245
25/07/2022,159653,150188,31850,12552,40512,31651,26323,5800,1471
26/07/2022,165164,144770,32208,6808,40625,31145,26419,6021,1513
27/07/2022,164199,151170,31908,15352,38739,31072,26914,5654,1500
28/07/2022,160481,137569,31721,5788,35861,30456,28169,3990,1545
29/07/2022,160346,142932,31640,8863,35995,29942,29740,5169,1557
30/07/2022,146807,130993,31931,13169,27284,26875,25249,5123,1326
31/07/2022,129872,125481,31895,5070,27016,30777,25999,3395,1292
01/08/2022,145034,135925,31622,6462,34691,31187,26332,4114,1479
02/08/2022,148940,155228,31942,25002,34879,28531,28634,4890,1343
03/08/2022,151842,152597,31694,17729,34963,30626,30240,5914,1427
04/08/2022,153397,149765,31667,12043,36942,31553,30652,5425,1479
05/08/2022,155186,147919,31671,6592,37963,31574,33103,5602,1408
06/08/2022,140975,124699,31495,3676,24504,30596,27528,5480,1425
07/08/2022,134560,128438,30972,18555,21162,25551,25746,5121,1329
08/08/2022,152573,142976,30226,26243,27603,28139,24191,5205,1332
09/08/2022,154318,150230,29934,30736,30979,28262,23968,4849,1464
10/08/2022,148813,163344,27089,54670,23224,28578,24655,3581,1505
11/08/2022,147271,157472,28406,42299,22799,29608,27957,4873,1498
12/08/2022,146573,154394,31177,24937,31756,31689,27807,5661,1322
13/08/2022,136802,126080,32453,10923,19540,31410,25637,4957,1127
14/08/2022,126730,121212,32734,5605,19204,31991,26776,3860,1037
15/08/2022,127764,122201,32707,6100,23389,29554,24767,4599,1080
16/08/2022,146375,133956,32295,4279,33668,31401,26172,4949,1179
17/08/2022,151990,138090,32171,3799,36586,31443,27535,5093,1423
18/08/2022,154853,133459,32009,14950,20689,31039,28327,5034,1373
19/08/2022,156495,139356,32055,10075,26758,31924,31210,5912,1394
20/08/2022,144911,128990,32410,5608,24518,31788,28440,5002,1178
21/08/2022,131607,121293,32339,5515,22274,30139,26133,3707,1139
22/08/2022,151551,132411,31889,4479,33845,28193,29138,3631,1208
23/08/2022,154249,132461,31658,5955,32716,28318,28366,4114,1304
24/08/2022,153593,140764,29538,21002,32318,26346,25881,4334,1300
25/08/2022,154875,149897,31406,34442,27484,22954,26761,5410,1400
26/08/2022,153228,135037,26788,14626,38902,18564,29015,5570,1529
27/08/2022,141552,114409,16116,4067,39907,18969,28558,5256,1501
28/08/2022,130657,94582,16100,3812,22350,17945,27284,5615,1449
29/08/2022,152085,116185,15946,5779,38372,19128,31023,4526,1364
30/08/2022,158275,118939,15975,4602,39407,19987,33241,4266,1430
31/08/2022,155682,122316,22262,10846,30341,22254,30717,4292,1575
01/09/2022,152718,146078,31423,19859,29546,29244,30809,3626,1537
02/09/2022,151522,167180,31711,40604,28006,30648,33282,1319,1573
03/09/2022,134649,152599,32528,36549,27432,26241,27123,1393,1299
04/09/2022,120262,128703,32722,7339,28179,27880,27496,3829,1250
05/09/2022,139994,137223,32165,3080,35859,29809,30447,4537,1303
06/09/2022,145163,137540,31851,2480,34858,31293,31186,4483,1372
07/09/2022,145269,145006,32139,11306,35449,29204,31000,4701,1195
08/09/2022,144173,158761,32430,23169,37267,27489,31875,5361,1159
09/09/2022,149429,168738,32809,36692,37092,23909,34296,2807,1100
10/09/2022,137580,149875,32800,41511,27566,15867,27856,3196,1050
11/09/2022,120897,127544,32730,5576,27639,27783,27963,4790,1036
12/09/2022,141065,140894,32168,10614,36110,28119,28228,4548,1072
13/09/2022,143275,143296,32264,12594,35779,29229,27782,4449,1164
14/09/2022,142026,138360,32369,10421,34103,28666,26652,4884,1233
15/09/2022,148501,159522,32367,26506,37076,28834,29531,3917,1246
16/09/2022,147898,155991,32676,24110,37109,27376,29840,3637,1234
17/09/2022,133175,118792,32839,9099,25681,26390,21932,1564,1284
18/09/2022,118574,135554,32893,44089,21935,11078,19869,4366,1320
19/09/2022,140041,130816,32432,15023,32834,22366,22856,3982,1311
20/09/2022,143212,139092,32594,14500,36178,28612,22106,3766,1296
21/09/2022,145278,133421,32706,6523,35401,30470,23574,3365,1352
22/09/2022,147311,145695,33002,19006,35198,29722,23516,3827,1388
23/09/2022,147476,141876,32805,11759,36499,30341,25321,3700,1422
24/09/2022,134165,126009,33272,4593,28667,29713,23159,5114,1482
25/09/2022,121601,128913,33273,9607,26948,30063,23227,4349,1413
26/09/2022,144474,151815,32732,14780,41309,30805,27868,2891,1401
27/09/2022,147892,142149,32724,4321,40001,30596,30655,2379,1437
28/09/2022,146355,155959,32511,29645,34549,26139,27078,4594,1412
29/09/2022,147969,146167,33009,9466,37301,30311,31300,3263,1484
30/09/2022,144013,141145,32817,7076,35740,29511,30081,4398,1488
01/10/2022,128730,124502,33130,11271,26806,26368,22285,3196,1413
02/10/2022,116714,127718,33096,36021,21098,11228,20598,4261,1381
03/10/2022,138528,127276,32736,11604,33802,22007,22167,3350,1566
04/10/2022,143802,130080,33068,8717,34042,27261,21677,3613,1670
05/10/2022,143499,126299,33058,5675,34884,25126,20976,4932,1615
06/10/2022,143576,131561,32890,3383,35068,28901,24721,4889,1671
07/10/2022,143126,138771,32680,6988,33524,28849,25430,9640,1650
08/10/2022,142493,138107,32843,7566,35284,26816,22667,11310,1603
09/10/2022,119927,129863,33366,15715,29201,25276,20484,4250,1538
10/10/2022,142277,141854,33086,16982,39982,24900,21259,4013,1610
11/10/2022,157902,138285,32949,3834,44646,30794,21738,2669,1629
12/10/2022,146661,133036,32977,1057,40424,30825,23635,2441,1651
13/10/2022,148789,138713,33012,5052,40478,30568,24866,3031,1658
14/10/2022,143937,155556,33136,25269,39905,26446,26113,3021,1650
15/10/2022,134433,145987,33318,20318,35041,29229,22515,3997,1532
16/10/2022,121245,119942,21187,8484,35507,26001,22400,4812,1525
17/10/2022,143687,145514,32639,6685,42387,31487,25775,4942,1558
18/10/2022,150120,144533,33366,4271,43002,31782,25637,4870,1579
19/10/2022,148886,150181,28319,14782,44358,30903,26219,3992,1573
20/10/2022,148539,172028,29828,34444,42058,32130,27252,4646,1636
21/10/2022,148615,153373,33069,12550,40354,32597,28367,4795,1622
22/10/2022,137806,162601,33287,37134,31851,30452,25875,2358,1619
23/10/2022,123700,132921,33285,18237,31000,20093,25403,3539,1364
24/10/2022,144068,141624,33094,4247,42544,30015,26758,3562,1397
25/10/2022,149659,151121,33250,12325,44264,30885,26674,2314,1394
26/10/2022,144579,152080,33207,18303,39113,29957,26494,3508,1471
27/10/2022,145947,141160,33024,2171,40976,30957,28530,3977,1486
28/10/2022,148280,144431,33094,2184,41126,33076,29218,4165,1538
29/10/2022,134656,131183,33266,9735,29005,27909,26279,3665,1292
30/10/2022,131413,133934,35987,7838,33282,24463,28258,2734,1337
31/10/2022,144689,144446,33002,14478,36771,27668,28564,2651,1278
01/11/2022,147404,138986,32959,7660,31469,33014,29213,3324,1311
02/11/2022,149361,141876,33163,14425,28992,32637,28333,3107,1197
03/11/2022,150390,142176,33061,10590,30518,33172,31104,2365,1347
04/11/2022,150317,161578,33033,28304,30433,33703,31556,2991,1525
05/11/2022,137199,156834,33289,43426,23403,31447,22084,1691,1461
06/11/2022,127812,149931,33315,41886,22984,26623,21810,1727,1560
07/11/2022,149603,144733,32949,9910,32669,34695,31094,1763,1609
08/11/2022,152084,137979,32981,1000,33691,34579,32009,1921,1775
09/11/2022,154419,147535,33294,6095,33719,35848,33754,3024,1770
10/11/2022,156397,156199,33180,10817,33666,35838,38297,2559,1809
11/11/2022,159852,164755,33287,18208,34394,36602,39343,1155,1738
12/11/2022,143110,145151,33347,8203,25253,36442,37137,2992,1732
13/11/2022,130729,124914,33346,7740,23757,20749,34648,3030,1609
14/11/2022,156576,144055,33047,2998,37069,30884,36907,1445,1665
15/11/2022,161500,148868,33302,3534,37715,33993,37267,1225,1798
16/11/2022,161911,153519,33215,10637,33911,35807,37020,1086,1813
17/11/2022,163146,162819,33139,18173,33503,36084,39234,829,1831
18/11/2022,163752,155847,32876,9796,33295,36521,40126,1370,1860
19/11/2022,162032,163127,33129,26567,27069,35735,36653,2018,1931
20/11/2022,138277,149683,33366,17774,25151,36059,35211,287,1808
21/11/2022,158561,163636,33074,23299,34260,36466,33948,738,1823
22/11/2022,163007,151469,33034,8285,34683,34986,35926,2664,1869
23/11/2022,164756,173916,33225,38220,35482,33350,31143,641,1823
24/11/2022,165296,152395,33174,7094,40336,36920,32380,617,1834
25/11/2022,163792,177812,33207,39247,41142,35836,24656,1796,1885
26/11/2022,154344,171059,33378,29740,40322,37608,26540,1614,1832
27/11/2022,139425,143528,33395,12736,36897,32006,25963,710,1785
28/11/2022,162435,168390,33067,23693,40651,38910,29186,1074,1787
29/11/2022,165926,183509,33134,37380,41418,38594,29935,1103,1916
30/11/2022,151281,168324,33396,39228,31960,36630,24573,658,1852
01/12/2022,150197,171350,33394,36712,34534,37398,26764,720,1808
02/12/2022,154045,153649,33400,14953,35084,40070,27840,472,1783
03/12/2022,149543,138484,33414,5639,28817,40369,27737,759,1717
04/12/2022,141332,156493,33427,25149,27216,40676,27373,856,1758
05/12/2022,167761,170326,33114,24765,35802,40774,33388,614,1842
06/12/2022,168832,161810,33280,17738,34230,38911,35145,482,1989
07/12/2022,170081,156302,33353,13085,36995,38274,31601,946,2013
08/12/2022,172086,148359,32930,1324,37876,40098,33379,666,2058
09/12/2022,168980,156967,33237,12062,36293,39502,33150,627,2049
10/12/2022,153566,155730,33375,17613,34969,36231,30336,1227,1962
11/12/2022,140135,154426,22727,40504,29051,30516,28761,1020,1820
12/12/2022,164812,158450,33159,23569,34229,32986,31238,1379,1891
13/12/2022,172110,165375,33419,18706,42885,33704,32370,2319,1950
14/12/2022,175732,153335,33211,23874,39554,26120,27959,825,1773
15/12/2022,172376,161525,33199,30310,43417,24876,26788,966,1932
16/12/2022,168832,161735,33270,24059,41914,32112,27600,845,1908
17/12/2022,153615,170619,33733,31692,40201,35539,26819,771,1831
18/12/2022,143765,157398,33902,18236,46705,31645,24179,947,1752
19/12/2022,169557,173129,33167,14901,56711,36299,28840,1659,1521
20/12/2022,171921,166721,33370,9400,53347,38047,29106,1986,1439
21/12/2022,172577,185123,33427,24763,56884,40590,26636,1340,1449
22/12/2022,170271,176926,33116,17137,57475,40246,26733,735,1455
23/12/2022,159810,160837,33370,4226,53929,39977,26643,1272,1405
24/12/2022,144905,162210,34006,16130,46218,36085,28199,566,984
25/12/2022,119348,150587,34045,25211,40388,20305,27457,2243,900
26/12/2022,123228,136733,33996,15990,40825,19086,24054,1942,818
27/12/2022,135900,157766,33987,29766,45069,21999,24113,1988,818
28/12/2022,145337,150732,33480,11137,49258,28259,25275,2461,826
29/12/2022,144926,150293,33329,23227,44441,21243,24564,2642,834
30/12/2022,142712,151330,33337,23152,45232,21077,25817,1853,825
31/12/2022,134784,139393,33761,9455,40651,29368,23061,2298,774
01/01/2023,113437,133901,33837,14991,28617,32725,20721,2262,740
02/01/2023,121539,146916,33821,10819,39671,37504,21688,2655,723
03/01/2023,142711,154622,33327,12567,46977,36209,22362,2373,777
04/01/2023,153935,157410,33254,17658,42630,38859,23113,800,1067
05/01/2023,157282,188309,33334,48434,38060,40612,25458,1333,1044
06/01/2023,147192,168620,33330,25320,44054,40397,21790,2548,1167
07/01/2023,138796,138270,33704,5100,36981,38002,21362,1916,1175
08/01/2023,134863,151499,33769,14093,37155,40962,22162,2199,1126
09/01/2023,161346,192780,33110,60823,35374,38431,22502,1048,1460
10/01/2023,167054,194855,33298,59194,35550,39782,24975,425,1605
11/01/2023,165761,185012,33253,54871,34841,35257,24503,659,1587
12/01/2023,167975,161982,33019,28460,41244,33220,24134,282,1591
13/01/2023,163109,141893,33195,1540,45021,33895,25685,956,1602
14/01/2023,153743,143906,33557,-186,40254,43503,24793,356,1626
15/01/2023,138057,145533,33621,6788,38176,41111,23043,1157,1630
16/01/2023,166630,194237,33167,44554,48056,41006,24720,1104,1604
17/01/2023,164665,190444,33635,43684,45532,39997,24471,1589,1505
18/01/2023,162835,195854,33829,50042,44574,38939,24781,2042,1606
19/01/2023,162088,194384,33605,51959,42768,37179,24975,2242,1631
20/01/2023,163121,199194,33703,48715,50241,39968,24217,647,1648
21/01/2023,149893,189763,33416,30397,62919,36829,22716,1890,1567
22/01/2023,136950,198578,32884,36947,68547,35522,22253,865,1524
23/01/2023,155611,189908,33146,17934,71295,40907,23692,1350,1555
24/01/2023,155557,192679,33533,15854,73163,43185,24075,1234,1622
25/01/2023,168120,185668,33222,15040,68176,41692,25344,648,1504
26/01/2023,171077,193282,32925,31173,62143,38907,25796,799,1526
27/01/2023,174557,222723,32988,57684,63295,43086,23882,188,1600
28/01/2023,159182,207246,33648,35276,67876,43497,25049,276,1604
29/01/2023,144630,200163,33686,32620,63688,43424,24520,611,1601
30/01/2023,163893,174163,33167,13428,58212,43143,23147,1444,1606
31/01/2023,171599,183168,33318,18122,59447,43204,25756,1642,1641
01/02/2023,168730,178353,33509,20120,55842,39447,25154,2627,1634
02/02/2023,167340,170749,33117,19144,51195,40134,23704,1833,1572
03/02/2023,168523,168463,33230,16861,51001,39277,23728,2752,1583
04/02/2023,158301,170170,33362,21699,48452,39879,23770,1348,1633
05/02/2023,148391,214487,33540,63844,51679,38578,23368,1870,1587
06/02/2023,173743,216714,33067,61968,52547,40697,24774,2068,1557
07/02/2023,175821,201767,33200,41836,54158,42016,25681,3223,1625
08/02/2023,176378,199530,33280,51778,46591,40194,22902,3078,1675
09/02/2023,175966,173134,33102,21378,49050,39766,23725,4513,1572
10/02/2023,175639,162313,33109,7609,48694,43215,23595,4566,1489
11/02/2023,161796,163500,33533,15122,44722,41151,23179,4188,1584
12/02/2023,148138,173130,33604,33755,38968,40664,22334,2274,1505
13/02/2023,168494,157871,32967,12354,41037,41074,24543,4325,1541
14/02/2023,170474,179127,33332,32786,41827,40569,25468,3594,1534
15/02/2023,167911,177025,32974,38071,36899,40037,22945,4536,1554
16/02/2023,167770,153982,34041,13414,36575,40902,22865,4627,1557
17/02/2023,166559,161182,33620,17532,40439,40820,23900,3289,1561
18/02/2023,148660,179641,33620,43310,37877,38196,23705,1430,1467
19/02/2023,132379,172006,33675,34956,37757,38262,22985,2936,1407
20/02/2023,156562,177201,33260,38898,37518,37470,24421,4195,1416
21/02/2023,158168,199077,33525,49327,47469,37395,25553,4375,1409
22/02/2023,155852,163173,33427,5393,53741,39391,25756,4175,1267
23/02/2023,159872,180568,33236,30451,50144,38938,23262,3295,1219
24/02/2023,161235,197552,33068,38746,58996,39437,24690,1413,1175
25/02/2023,147989,187637,33594,31603,55557,39226,24729,1729,1175
26/02/2023,136411,183666,33607,32549,52293,38389,23658,1975,1153
27/02/2023,162607,183505,33107,15370,65855,40459,25967,1532,1185
28/02/2023,167233,176747,33391,9339,63741,40462,27470,1206,1117
01/03/2023,164613,156233,33184,5421,62136,24405,27720,1947,1364
02/03/2023,163912,158021,32987,8843,63618,24043,24377,2771,1339
03/03/2023,162801,150696,33377,2802,62654,24134,24269,2126,1289
04/03/2023,144536,164268,33652,20342,58984,23401,22163,4283,1405
05/03/2023,134146,160193,33748,15690,59584,23354,22381,4057,1338
06/03/2023,157336,158228,33403,6551,63747,23490,25607,4113,1276
07/03/2023,159763,170008,33335,13894,66261,23521,27664,3833,1459
08/03/2023,155634,164237,33519,20999,56938,23073,24084,4121,1470
09/03/2023,156297,171406,33436,28115,58231,22835,24628,2675,1453
10/03/2023,152572,168689,33413,27913,58109,22339,21550,3852,1470
11/03/2023,143583,176914,33795,31368,61852,21764,23792,2833,1460
12/03/2023,129580,164378,33770,20856,59036,21908,22190,5153,1423
