DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
11/02/2020,186759,179590,33937,47459,36192,37895,20736,1716,1629
12/02/2020,183861,180349,33964,36115,43105,39019,22764,3692,1662
13/02/2020,183303,165042,33958,17506,41195,41319,24989,4310,1741
14/02/2020,185168,174384,34077,30621,39327,42040,25044,1555,1701
15/02/2020,169563,151253,34165,19154,37898,31582,24637,2241,1564
16/02/2020,152665,133459,34150,10547,32392,29537,20842,4337,1638
17/02/2020,175782,159471,33818,29104,34214,32314,23622,4703,1683
18/02/2020,178277,161945,34069,24266,34623,36462,27207,3617,1661
19/02/2020,180128,156898,33751,12704,39020,37947,29957,1881,1594
20/02/2020,182569,158737,33759,6283,43019,40052,32517,1405,1683
21/02/2020,182086,158287,34094,5736,41754,40693,31931,2406,1647
22/02/2020,165814,146235,34226,5727,37364,37171,27661,2437,1614
23/02/2020,153765,162069,34240,36169,34661,28140,24593,2631,1609
24/02/2020,172888,186065,33780,51291,37080,32788,25581,3924,1597
25/02/2020,174864,171000,34219,32928,35220,36188,26011,4800,1603
26/02/2020,173976,166544,34040,26525,36619,36538,27908,3316,1590
27/02/2020,177040,176248,33822,33986,38550,37559,28765,1995,1549
28/02/2020,179170,167657,33868,17265,46733,39756,26046,2437,1524
29/02/2020,166194,149457,34167,10904,42259,30769,26372,3646,1319
01/03/2020,151524,154316,34203,42878,26063,21631,24745,3494,1267
02/03/2020,173905,172455,33948,38390,38153,27978,29649,3101,1195
03/03/2020,174484,164714,34199,23125,42553,28598,32758,2120,1331
04/03/2020,175427,185640,34111,41465,43713,33182,29942,1864,1326
05/03/2020,178279,168853,33897,10041,51009,37743,33123,1546,1452
06/03/2020,173183,168551,33813,14576,46118,38075,31060,3324,1571
07/03/2020,158874,159665,34209,9877,46514,29952,34044,3443,1581
08/03/2020,148463,142024,34232,15038,38608,20906,30716,1225,1305
09/03/2020,172079,157242,33843,7194,48590,32060,33144,1074,1334
10/03/2020,175937,185338,33720,42523,46488,28583,30824,1749,1438
11/03/2020,174064,179394,33930,30055,51574,27711,31301,3244,1550
12/03/2020,168891,164694,33959,16723,46741,27427,33051,5211,1552
13/03/2020,166402,166496,33744,19788,47790,26965,32396,4267,1508
14/03/2020,154978,159528,33974,20233,49217,27142,24141,3335,1492
15/03/2020,147235,151510,34198,41420,27032,20057,23787,3478,1516
16/03/2020,168024,155349,33792,6751,53619,27272,25880,6412,1595
17/03/2020,169399,156198,33743,17821,44113,28600,24465,5866,1577
18/03/2020,168119,145379,34186,5206,44665,28974,25460,5284,1581
19/03/2020,165729,150579,34110,5114,50740,28838,24642,5571,1541
20/03/2020,159935,150580,33919,16700,42103,28504,23877,3927,1518
21/03/2020,146226,151479,33883,24573,34016,28870,23752,4958,1395
22/03/2020,141695,145434,34208,30972,33766,22990,20249,1799,1419
23/03/2020,168970,179279,33748,51320,39751,30274,21636,1058,1481
24/03/2020,170561,194090,33878,63485,37881,30262,24358,2629,1584
25/03/2020,166036,186144,34053,50309,40522,29374,27434,2982,1451
26/03/2020,163595,183121,34148,58381,34479,25673,25033,4001,1390
27/03/2020,156845,168196,34258,49312,27481,25582,24309,5809,1426
28/03/2020,142227,143665,34281,15284,37966,25026,24569,5118,1392
29/03/2020,123777,120013,32855,20980,23328,18986,17455,5001,1373
30/03/2020,147504,133925,33392,16423,33187,23746,17130,8575,1445
31/03/2020,159084,164214,34130,41170,38645,26680,20107,2032,1427
01/04/2020,157451,157900,33933,18755,46075,27084,26536,4254,1246
02/04/2020,155098,146738,33673,10897,42285,27811,25414,5374,1265
03/04/2020,150947,139319,33946,16471,37410,20312,23605,6349,1197
04/04/2020,142428,128775,34204,7641,43071,19559,18678,4351,1226
05/04/2020,132029,145025,34217,47938,25680,17936,13036,4895,1296
06/04/2020,146310,163877,33769,54685,34951,17912,14698,6653,1173
07/04/2020,147049,144081,33768,20883,40104,23263,18083,6667,1297
08/04/2020,146154,130626,33957,8305,40230,23900,16430,6572,1218
09/04/2020,144294,125735,33971,8033,38055,22483,15604,6342,1228
10/04/2020,140909,125248,34181,17522,38860,15830,11704,5899,1234
11/04/2020,134740,123314,34206,15724,38081,15868,12035,6179,1193
12/04/2020,123113,116218,34202,15309,32635,15411,11357,6083,1198
13/04/2020,138333,135013,33688,44878,24395,14655,10866,5340,1172
14/04/2020,144454,139641,34035,32313,40162,15099,14221,2629,1172
15/04/2020,145662,145794,33901,25139,39882,20931,18800,5917,1193
16/04/2020,140530,142121,33717,24123,39715,21153,15583,6702,1094
17/04/2020,127405,129842,33898,13784,41730,19246,14312,5804,1042
18/04/2020,127322,128084,34112,17348,40747,13964,15141,5737,998
19/04/2020,108968,113170,34101,8291,35450,13798,16597,4013,899
20/04/2020,110711,128797,34074,29205,28964,17315,14225,4278,710
21/04/2020,127925,124532,33760,13364,35483,18939,16801,5170,989
22/04/2020,138131,126194,33081,8907,42893,18237,15334,6680,1037
23/04/2020,133869,118932,33266,7826,37998,17594,14427,6703,1086
24/04/2020,136497,125908,33318,20531,32901,17122,14467,6448,1088
25/04/2020,130214,134104,34066,31297,39283,11792,10823,5695,1130
26/04/2020,119712,120372,34116,24428,35380,11538,8193,5553,1120
27/04/2020,134366,118952,33334,11747,40226,16905,9047,6624,1045
28/04/2020,138582,146251,33586,40475,30285,16263,18333,6262,1031
29/04/2020,137711,149764,33828,29993,41664,17034,21225,4953,1051
30/04/2020,136235,119783,33725,5128,42030,15933,17573,4280,1068
01/05/2020,124237,103601,34093,6332,36792,8895,11867,4538,1058
02/05/2020,122328,100500,34019,14909,24768,9494,10677,5573,1038
03/05/2020,119265,96261,33946,5543,32442,9220,11696,2328,1056
04/05/2020,139036,118200,33518,17118,35887,13464,14432,2691,1053
05/05/2020,140615,132296,33892,18935,39274,16124,17835,5013,1174
06/05/2020,143073,129538,33699,14327,39356,16955,20411,3579,1198
07/05/2020,144052,142247,33656,25259,39987,16868,20293,4916,1247
08/05/2020,140393,134744,33845,20599,39698,16984,15832,6573,1207
09/05/2020,129678,120615,34090,9640,36297,15854,17069,6466,1172
10/05/2020,118544,110453,34024,5992,36266,9832,17169,6040,1115
11/05/2020,137123,130368,33702,31924,33491,9337,14567,6174,1138
12/05/2020,141761,141256,33646,38374,34654,13637,14412,5320,1183
13/05/2020,140743,136724,33352,25715,39649,15840,14680,6224,1229
14/05/2020,143494,150352,33622,43050,37793,15548,14819,4335,1161
15/05/2020,139811,128535,33809,18153,39230,16061,14794,5309,1150
16/05/2020,129378,123401,33832,19074,32840,15394,14712,6307,1202
17/05/2020,121783,118451,33791,34188,21426,9323,14697,3807,1191
18/05/2020,139744,124461,33479,15348,37463,16884,15468,4636,1146
19/05/2020,143503,131800,33642,24643,32659,20235,14838,4551,1193
20/05/2020,146936,134686,33486,26784,35441,22018,13106,2644,1188
21/05/2020,141948,139011,33468,31719,33143,21706,14621,3144,1178
22/05/2020,141362,132943,33366,21957,35206,21002,14606,5595,1185
23/05/2020,128365,119143,33384,12697,35463,15018,14905,6481,1165
24/05/2020,121892,101679,33389,15361,25803,8509,14820,2617,1143
25/05/2020,141050,125467,33026,25089,30668,16082,14508,4766,1279
26/05/2020,145643,126140,33782,8302,41623,21125,15878,4081,1310
27/05/2020,147519,131204,33545,15228,39722,21782,15390,4339,1178
28/05/2020,142764,133382,33520,27915,31501,20325,14523,4381,1174
29/05/2020,144244,131902,33637,28203,29488,20624,14474,4331,1116
30/05/2020,131374,122632,33937,19167,33889,15062,14635,4730,1179
31/05/2020,120029,119146,33910,36284,20345,8188,14095,5115,1179
01/06/2020,127243,118876,33903,13627,41471,8202,15727,4752,1166
02/06/2020,145309,123087,33614,6276,43450,18877,15830,3868,1174
03/06/2020,146606,131034,33416,6767,42923,24560,16730,5428,1175
04/06/2020,145304,136915,33089,15210,42104,23746,15606,5967,1171
05/06/2020,146425,144065,33383,25616,45595,17261,15834,5229,1139
06/06/2020,132692,121208,33769,22700,34732,8983,15786,4098,1123
07/06/2020,118182,113958,33757,33162,19871,7905,14191,3996,1040
08/06/2020,121870,117063,33708,4910,41014,15593,15046,5674,1095
09/06/2020,147090,131065,33042,6931,43730,24001,16982,5240,1133
10/06/2020,152283,128907,33075,5783,42780,25011,16369,4772,1091
11/06/2020,151301,126358,33127,12328,37917,22210,15653,4134,944
12/06/2020,149828,125795,33229,6869,44503,21425,15067,3710,965
13/06/2020,137541,117334,33506,7308,40536,16327,13663,4939,1040
14/06/2020,125211,104903,33545,6314,39198,9281,10886,4498,1162
15/06/2020,147290,128183,33176,12411,47834,18297,12495,2736,1213
16/06/2020,149691,138687,33118,2904,58131,24630,14479,4197,1219
17/06/2020,150719,141695,33104,2641,60971,23809,16816,3471,863
18/06/2020,150721,148125,33366,1409,68877,24994,14786,3883,783
19/06/2020,150170,153788,33375,5065,73073,22443,14591,4403,806
20/06/2020,138206,136749,23286,8056,70149,13208,16103,5154,769
21/06/2020,124723,117997,16710,3385,68062,9244,15785,4022,756
22/06/2020,145542,142800,16570,5077,76955,20099,19286,3997,785
23/06/2020,151467,158370,16513,5548,81740,28740,20940,4035,832
24/06/2020,149153,156075,16638,4624,81688,26724,20019,5512,828
25/06/2020,153424,168985,16560,18592,80350,26166,20768,5716,806
26/06/2020,158964,174449,16582,14601,85744,27774,22847,6036,834
27/06/2020,139979,147296,16615,6998,79631,14488,22337,6439,758
28/06/2020,129368,135837,16600,5795,72529,13283,20441,6320,837
29/06/2020,152709,153152,16340,4522,81551,20483,23531,5960,742
30/06/2020,160870,162822,16484,8709,79192,28096,23435,6008,873
01/07/2020,162814,172296,16571,9701,77600,29136,31804,6524,932
02/07/2020,166433,162837,16512,4252,70940,30417,33865,6007,798
03/07/2020,165040,156917,16547,3832,67894,30610,31954,5135,927
04/07/2020,149903,142038,16623,7757,54640,30046,27312,4732,891
05/07/2020,136816,129380,16630,19838,48262,13271,25011,5485,847
06/07/2020,165646,155685,16388,13742,65011,23700,29967,5889,959
07/07/2020,164584,157128,16445,20083,55590,28881,31347,3851,894
08/07/2020,156281,162348,16600,31444,52429,26785,28559,5534,967
09/07/2020,159675,148959,16403,4480,60214,29385,31441,6071,937
10/07/2020,160281,154975,16449,6028,60879,29869,34070,6694,973
11/07/2020,147104,143072,16589,8115,52161,27550,31237,6492,890
12/07/2020,134069,125881,16607,10377,41819,20178,31510,4552,811
13/07/2020,150418,174082,16530,52590,48914,23088,27583,4448,903
14/07/2020,153225,143442,16620,17431,46310,26604,29467,6139,848
15/07/2020,156322,140102,16603,6826,52593,28854,28477,5798,931
16/07/2020,158169,142326,16533,8239,53215,29360,28813,5231,908
17/07/2020,157566,136434,16429,3434,50104,30205,29968,5368,905
18/07/2020,145765,131376,16412,8774,44282,29264,28299,3543,799
19/07/2020,133055,111259,16590,16064,35277,12918,26192,3338,842
20/07/2020,148734,128927,16588,12962,48695,19571,25237,4951,885
21/07/2020,158111,144262,16317,9333,56435,27399,28206,5671,885
22/07/2020,159788,150743,16391,9554,64825,26113,27767,5384,676
23/07/2020,159481,146512,16484,8936,63212,26907,24720,5400,830
24/07/2020,158497,148107,16442,6217,64063,29073,26518,4904,860
25/07/2020,145045,141960,16571,15597,52477,26907,25771,3808,813
26/07/2020,131648,130017,16576,5540,46928,27377,28154,4664,748
27/07/2020,153928,141570,16438,11001,54333,27394,26574,4937,866
28/07/2020,161008,152623,16422,10174,60700,28634,29860,5944,864
29/07/2020,165709,160375,16498,5942,65291,29799,36122,5795,896
30/07/2020,170956,164112,16289,6840,66059,30478,37640,5885,890
31/07/2020,169090,163213,16344,11935,62867,29115,36214,5792,924
01/08/2020,148515,150643,16442,10659,55533,28013,33648,5566,744
02/08/2020,133358,142573,16454,11216,50098,26728,31012,6291,752
03/08/2020,155816,149074,16198,9982,54409,28231,33264,6117,848
04/08/2020,160433,147158,16204,9540,51496,29269,33687,6103,870
05/08/2020,160431,150340,16697,11775,54192,28000,33183,5553,906
06/08/2020,158625,168643,22832,28924,50757,27996,31489,5756,877
07/08/2020,164016,183159,32522,33840,49499,28805,32361,5220,889
08/08/2020,153240,178091,32770,34074,44452,29652,31176,5040,884
09/08/2020,140948,155760,32796,32162,39317,14909,29761,5955,834
10/08/2020,159076,144176,32751,7734,48738,15143,34251,4659,860
11/08/2020,160579,146788,32928,5006,47377,24254,31110,5155,938
12/08/2020,161350,152723,32705,7335,47720,29478,29581,4905,966
13/08/2020,161057,162976,32775,14000,47068,29417,32702,6041,949
14/08/2020,161598,165253,32789,16131,46355,30266,33244,5502,933
15/08/2020,139790,154523,33172,22476,38295,27129,29859,2631,919
16/08/2020,132485,140324,33215,10455,36278,27002,29407,3004,937
17/08/2020,155996,148571,32412,4615,42302,29066,30473,8636,1032
18/08/2020,170806,157368,32631,10400,45470,27362,30989,9463,1013
19/08/2020,158104,144772,32916,8837,42329,28005,28512,3138,994
20/08/2020,158172,139695,32755,10548,39474,23235,27659,4976,1049
21/08/2020,157605,153005,32866,23246,38223,23926,28167,5591,968
22/08/2020,150235,144371,33233,12804,37846,25404,28250,5906,897
23/08/2020,151379,137007,33188,8115,40259,20264,28583,5691,886
24/08/2020,162862,145352,32756,9189,43444,24912,29250,4854,920
25/08/2020,177683,156695,32996,13292,51133,26371,28031,3839,1019
26/08/2020,169921,151505,33013,11881,47906,25471,26907,5310,1001
27/08/2020,158837,148316,32940,12625,43686,26573,26927,4605,930
28/08/2020,161628,149687,33062,13843,42799,25470,27330,6193,950
29/08/2020,144312,140103,23202,19279,34091,26995,30275,5538,709
30/08/2020,137324,124058,16625,16462,30818,26206,27572,5636,729
31/08/2020,163764,143907,22844,4625,47904,30225,31668,5651,969
01/09/2020,164632,147541,32696,4527,43906,29496,30853,5095,948
02/09/2020,161758,140240,32850,2633,41243,28026,29867,4865,733
03/09/2020,161995,138273,32608,5232,38174,29062,29479,2734,948
04/09/2020,157569,165559,32942,41512,34592,25609,27136,2902,854
05/09/2020,144291,163268,33325,52969,25608,18050,26433,5955,908
06/09/2020,131897,130750,33331,19720,23908,22119,24928,5836,875
07/09/2020,157770,142423,32812,4536,39488,30073,28909,5607,960
08/09/2020,156106,149936,33227,17307,36206,28269,28718,5231,956
09/09/2020,159652,141381,33187,2765,40406,29292,29121,5595,988
10/09/2020,162407,144448,32931,5373,39738,29512,30263,5541,1070
11/09/2020,161625,146780,33003,18413,31270,27908,29690,5362,1108
12/09/2020,149482,149347,33353,23495,33297,26709,27249,4472,759
13/09/2020,135814,128920,33344,11384,30885,21384,26216,4919,752
14/09/2020,155313,148576,33004,15809,37798,27038,28704,5345,862
15/09/2020,163232,158316,33202,20030,39201,28049,31365,5579,860
16/09/2020,161638,142591,33038,8912,34820,27371,32211,5292,923
17/09/2020,162386,143419,32941,2735,40594,27591,33531,5074,929
18/09/2020,157400,163790,32930,34657,36595,23785,30197,4657,944
19/09/2020,144003,137630,33394,12685,33014,25593,26900,5081,941
20/09/2020,131089,121763,33469,6218,27867,22312,25726,5347,798
21/09/2020,153562,145778,33094,7677,37967,30321,30255,5438,998
22/09/2020,157857,145807,33390,7093,39370,27421,32053,5293,1192
23/09/2020,158921,145424,33203,10432,36604,28121,31201,4569,1273
24/09/2020,160908,145387,33134,16276,29688,28829,32258,3979,1193
25/09/2020,159901,150252,32910,18592,30997,29107,32779,4604,1235
26/09/2020,150260,177618,33366,52373,30783,29252,29025,1546,1261
27/09/2020,131240,141709,33357,32589,23697,18515,27460,4983,1088
28/09/2020,155564,159081,32806,32709,34321,26133,29333,2469,1282
29/09/2020,160731,159918,32433,24550,34193,30548,34509,2355,1302
30/09/2020,160533,155997,32782,23326,32261,30281,33222,2802,1295
01/10/2020,159346,148319,33294,21070,30960,28811,31336,1559,1264
02/10/2020,158645,143626,33521,9999,34413,28856,31034,4406,1377
03/10/2020,146932,138633,33917,29018,28222,12743,28834,4497,1389
04/10/2020,133603,139691,33943,50509,18912,11094,20849,2955,1410
05/10/2020,156362,171060,33393,51675,35293,21746,23986,3365,1576
06/10/2020,160553,156546,33750,26927,41770,25486,25040,1953,1586
07/10/2020,157454,137666,33795,8988,38969,26571,23648,3998,1667
08/10/2020,163004,148637,33696,16743,42651,28975,23627,1212,1699
09/10/2020,159975,143776,33698,15388,42163,25962,23145,1617,1782
10/10/2020,148185,132332,33829,9534,38583,21123,25042,2489,1704
11/10/2020,134629,111112,33875,4478,35847,6818,24999,3866,1205
12/10/2020,156842,140988,33461,22428,44655,7468,27630,3920,1407
13/10/2020,164706,160548,33683,46978,38971,9517,28920,1025,1427
14/10/2020,157652,134504,33813,17344,40372,9558,27963,3990,1438
15/10/2020,162159,135531,33542,11905,47447,8195,29963,2967,1484
16/10/2020,161496,138365,33726,14614,48054,10273,27798,2322,1550
17/10/2020,150923,135220,34022,21464,41293,9796,23892,3005,1725
18/10/2020,137638,128554,34037,22350,35186,9451,22682,3147,1675
19/10/2020,159967,135572,33507,4585,55034,11103,25720,3817,1775
20/10/2020,165300,134089,34005,1833,52399,13356,26267,4405,1796
21/10/2020,166251,141267,33971,14375,47614,13918,25236,4447,1679
22/10/2020,167319,147246,33576,16389,51811,14068,24893,4713,1758
23/10/2020,167407,145698,34044,10019,51793,15148,28056,4743,1867
24/10/2020,157113,141769,33948,7185,49277,16530,31108,1832,1857
25/10/2020,154584,153964,36945,29143,41484,16311,27332,943,1772
26/10/2020,160505,134148,33622,6868,47418,15235,27253,1862,1862
27/10/2020,166513,145210,34008,1469,47637,28007,29553,2652,1861
28/10/2020,173227,155099,33766,3060,51193,31097,32296,1748,1913
29/10/2020,182610,164057,33627,5700,57440,32629,30637,2137,1872
30/10/2020,169535,154634,33915,16075,40967,31063,29038,1636,1909
31/10/2020,160329,155754,34132,22070,39481,31647,25304,1192,1906
01/11/2020,146112,149840,34135,41769,27915,16395,24211,3740,1652
02/11/2020,170434,149084,33476,2437,51939,28044,28287,3219,1664
03/11/2020,174819,153524,33769,5039,50920,34465,26895,901,1512
04/11/2020,172365,163752,34020,30977,43337,30190,21700,2024,1475
05/11/2020,174570,162692,33930,24348,43056,32095,25454,2235,1519
06/11/2020,174047,161729,33887,22022,45247,34120,22671,2162,1598
07/11/2020,161101,148930,34140,11606,40215,33856,24666,2801,1635
08/11/2020,146638,130241,34128,3812,36925,25407,25159,3227,1544
09/11/2020,173699,150840,33652,3311,49331,33843,27578,1580,1517
10/11/2020,178988,164117,34043,13919,49189,36240,28364,695,1645
11/11/2020,178880,158724,33941,7823,47980,37303,29343,620,1698
12/11/2020,179369,156185,33591,11481,44381,35793,28151,1139,1620
13/11/2020,178356,155082,33758,3965,47746,37866,29520,619,1592
14/11/2020,166794,150980,34147,1910,44414,38045,29971,906,1579
15/11/2020,152011,135125,34120,93,33786,32653,30724,2251,1473
16/11/2020,178774,158838,33897,2825,44069,40052,34574,1818,1582
17/11/2020,182485,156421,33635,2909,44485,40420,32471,904,1575
18/11/2020,181273,171950,33865,22149,45430,39174,29027,661,1613
19/11/2020,182865,160738,33682,13750,41468,38179,30748,1296,1588
20/11/2020,182632,161376,33853,5188,46627,40368,32834,880,1604
21/11/2020,168274,170096,34127,35320,31825,37066,29375,775,1580
22/11/2020,156882,157231,34147,16328,34260,38875,29356,2703,1543
23/11/2020,182188,172874,33790,17436,46914,39615,31167,2327,1597
24/11/2020,183343,175875,33844,26321,43562,39182,29025,2282,1636
25/11/2020,185656,167890,34217,11883,44374,41084,31861,2847,1597
26/11/2020,187751,166608,33637,4269,49110,42198,33606,2156,1602
27/11/2020,189140,169718,33876,5029,48176,43291,35812,1891,1622
28/11/2020,178087,160957,34061,1017,43381,42122,37257,1438,1651
29/11/2020,161856,147622,34076,1381,38386,36331,35219,451,1767
30/11/2020,169937,187495,34132,40269,38046,40127,32599,686,1623
01/12/2020,176218,201072,34058,52407,38362,39948,33129,1621,1517
02/12/2020,191790,184763,33534,33420,39331,40775,34504,1444,1728
03/12/2020,194580,172342,33824,7708,48568,41602,37208,1512,1892
04/12/2020,194633,185324,33907,25836,45326,38338,37072,2861,1977
05/12/2020,175099,175762,34235,36802,30570,36492,34527,1269,1844
06/12/2020,161033,163407,34224,27439,28784,36399,33482,1144,1907
07/12/2020,189255,188182,33589,40884,42958,38742,29175,907,1901
08/12/2020,195994,199513,34123,45902,44505,40992,31666,399,1914
09/12/2020,194688,173949,34037,23521,41790,41472,30596,922,1573
10/12/2020,194845,203513,33709,51709,45979,40178,29691,538,1688
11/12/2020,191802,174812,33888,21740,47830,40352,28712,456,1810
12/12/2020,176113,165851,34215,23404,41567,34166,30235,358,1872
13/12/2020,162185,152801,34244,6543,38011,39494,32306,327,1849
14/12/2020,187748,185230,33765,39857,45308,36384,27489,493,1909
15/12/2020,192012,183112,34041,26876,48150,40143,31574,782,1530
16/12/2020,191715,168935,33980,2523,51521,42361,36536,455,1542
17/12/2020,192727,174338,33678,1268,58165,42311,36748,296,1847
18/12/2020,191571,171743,33736,2340,53653,43312,36486,306,1886
19/12/2020,178467,156170,34184,3029,38457,42463,35902,227,1880
20/12/2020,164072,154196,34205,6804,41109,41580,28380,285,1806
21/12/2020,186980,169288,33780,6256,52811,43982,30089,513,1835
22/12/2020,188459,165715,33711,8634,44025,42683,34309,559,1764
23/12/2020,184122,166036,33703,7025,43739,43010,35577,1200,1739
24/12/2020,166765,152317,33638,7727,36283,37481,34140,1247,1773
25/12/2020,140824,145456,34158,19338,30651,28258,30770,510,1753
26/12/2020,144533,139379,34125,24198,22791,26855,29343,257,1780
27/12/2020,150373,153019,34151,42055,29015,20644,25088,254,1796
28/12/2020,164960,186411,33772,50354,39010,31391,28765,1298,1804
29/12/2020,163034,179539,33841,41571,38340,35345,26625,2027,1774
30/12/2020,162278,184049,33711,40860,47010,32307,26866,1507,1764
31/12/2020,157879,180467,33949,34502,51214,27832,29778,1386,1768
01/01/2021,135459,158600,34126,34263,37376,28402,20347,2452,1610
02/01/2021,142965,161096,34104,13161,55003,33634,20455,3088,1626
03/01/2021,146150,163251,34120,35227,47533,22695,21528,516,1640
04/01/2021,173138,174627,33613,29214,55322,31895,22457,512,1610
05/01/2021,180670,189980,33914,43123,52135,36425,21619,1093,1676
06/01/2021,175016,173735,33737,17688,60948,35946,21742,2079,1590
07/01/2021,177054,192122,33849,39049,62174,34115,20034,1126,1786
08/01/2021,184824,184308,33433,21390,68693,37585,21201,245,1741
09/01/2021,173592,170268,34122,13013,63044,37293,20268,734,1785
10/01/2021,162357,170688,34140,9045,64545,39803,21042,443,1657
11/01/2021,189678,203440,33408,43592,63127,37428,23885,259,1714
12/01/2021,192694,191388,33768,41292,59009,33210,22180,222,1682
13/01/2021,193046,175748,33788,16541,55460,38611,29049,595,1688
14/01/2021,194361,175775,33600,8818,57172,40179,32791,1390,1797
15/01/2021,195383,180508,33623,10014,59824,39902,33199,1932,1989
16/01/2021,185646,174191,34019,16043,51038,38715,31757,634,1957
17/01/2021,173212,170679,34103,14348,46306,39572,32926,1589,1804
18/01/2021,198590,180199,33537,8260,54876,41484,38238,1820,1954
19/01/2021,203895,180077,33913,7599,54401,40900,39977,1515,1747
20/01/2021,199637,182034,33661,18716,50873,37606,38200,1461,1485
21/01/2021,194315,171807,33883,14845,46391,35542,37291,2464,1358
22/01/2021,191801,170467,33807,21083,42668,36439,33177,1681,1581
23/01/2021,174974,164525,17710,31884,40742,36862,33834,1698,1766
24/01/2021,157673,167424,16778,42657,39500,33550,30679,2533,1695
25/01/2021,185694,194845,16633,60419,47706,34211,33165,982,1700
26/01/2021,192414,168680,16632,21714,53069,39339,35403,771,1730
27/01/2021,192955,211141,16702,60177,56458,39634,35425,1039,1662
28/01/2021,193454,197337,16556,40187,59686,41471,35702,2076,1635
29/01/2021,194785,184571,17027,30185,55056,42729,36409,1470,1663
30/01/2021,170327,157519,28902,15432,45356,36553,27482,2037,1729
31/01/2021,162252,174381,33032,22467,47983,39127,28616,1332,1779
01/02/2021,191011,193020,33710,17259,64416,41849,33252,652,1859
02/02/2021,188907,173107,33525,1551,58605,40958,35650,1026,1781
03/02/2021,191384,186696,33352,11346,60117,43161,35978,1066,1646
04/02/2021,187229,203581,33204,36746,56714,38606,33777,2750,1746
05/02/2021,184903,182212,33231,16798,57631,35807,34203,2716,1797
06/02/2021,173340,154874,33684,5851,54476,30550,27580,919,1785
07/02/2021,161900,161069,33716,22491,50894,23608,27864,660,1797
08/02/2021,186275,185983,33238,21820,60795,34378,33431,498,1788
09/02/2021,185210,203083,33237,36155,58165,38075,32764,2946,1734
10/02/2021,183335,194276,33194,27984,62230,35561,31045,2395,1816
11/02/2021,187365,192272,33239,18419,68241,36644,33014,905,1790
12/02/2021,197439,213622,33223,31167,69880,38705,36460,2388,1795
13/02/2021,184861,201294,33594,36382,65442,29481,31216,3398,1767
14/02/2021,171088,170074,33635,13059,61033,22780,35299,2460,1758
15/02/2021,192865,196609,33137,24069,63977,34501,35337,3738,1814
16/02/2021,198149,206502,33106,27173,66179,39788,35192,3222,1809
17/02/2021,197161,191055,33095,9135,66849,40720,36506,2899,1826
18/02/2021,197222,199076,33475,17780,64484,41956,37272,2205,1866
19/02/2021,209479,203048,33573,13517,71230,43715,37019,2198,1762
20/02/2021,181712,181070,33615,20957,53313,38085,31902,1342,1818
21/02/2021,164604,148076,33635,9006,49855,22269,28895,2612,1774
22/02/2021,189083,168015,33209,5578,58142,33065,33588,2630,1773
23/02/2021,189124,169682,33245,1551,54152,39333,35590,4031,1751
24/02/2021,187500,162224,33117,1971,50500,37628,33920,3251,1802
25/02/2021,181375,159443,32869,1641,51892,34135,32537,4607,1742
26/02/2021,176775,165741,33272,6962,51952,32555,34384,4783,1820
27/02/2021,165208,164487,33601,31790,46003,20866,26431,3972,1828
28/02/2021,152419,158750,33577,29161,42636,20848,26486,4279,1764
01/03/2021,179036,162337,32994,16709,45494,31431,31850,2169,1675
02/03/2021,181190,177036,33462,15508,49665,38149,33493,5059,1676
03/03/2021,180111,182651,33540,19728,51542,35049,35473,5646,1625
04/03/2021,181222,184358,33240,20428,53335,37828,34786,3212,1496
05/03/2021,179735,187832,33324,19846,55477,38946,34345,4228,1633
06/03/2021,170000,171896,33642,36900,45510,22232,29977,1981,1617
07/03/2021,157145,151670,33630,15008,44220,20949,31196,5070,1564
08/03/2021,176855,168392,33304,8256,51067,34699,33980,5612,1455
09/03/2021,181970,178764,33473,21294,48397,35550,33779,4756,1486
10/03/2021,194415,206101,33410,47812,45537,39460,36687,1601,1564
11/03/2021,191775,181031,33122,24929,47496,39205,31520,3136,1601
12/03/2021,189236,175408,33401,30289,46785,29932,30209,2979,1783
13/03/2021,174041,145698,33702,3778,43227,30876,29455,2840,1798
14/03/2021,155095,142289,33758,15994,37466,21760,27285,4131,1858
15/03/2021,180926,177702,33173,32851,45196,34751,27883,1892,1931
16/03/2021,187665,169778,33437,19715,47927,37273,28799,651,1958
17/03/2021,187841,197400,33250,37640,54157,38455,30715,1266,1898
18/03/2021,186906,196335,33253,40578,54163,35993,28683,1742,1927
19/03/2021,185901,172918,33467,2936,61371,41178,28805,3244,1919
20/03/2021,170859,165051,33725,1023,57722,38401,27521,4700,1948
21/03/2021,158331,148945,33767,5489,54249,22764,27328,3628,1717
22/03/2021,185323,180957,33276,24684,58188,33815,27470,1734,1777
23/03/2021,187231,198591,33569,35975,59440,38076,26143,3417,1941
24/03/2021,189146,191035,33331,28399,56002,38886,28744,3732,1918
25/03/2021,184846,186411,33243,30373,53260,38137,25208,4267,1885
26/03/2021,179695,178137,33322,22241,52219,36953,25139,6250,1975
27/03/2021,163570,145829,33786,9436,42153,28189,24052,6242,1940
28/03/2021,148152,141005,32380,17856,37829,23942,23895,3283,1793
29/03/2021,172537,189485,33329,49769,44441,30871,23795,5307,1926
30/03/2021,175000,184477,33419,35938,48706,34500,24358,5548,1978
